Country,Gender,GenderCount
Chile,Male; Gender non-conforming; Other,1.0
Chile,Other,1.0
China,Female,4.0
China,Male,133.0
China,Male; Gender non-conforming,1.0
Christmas Island,Other,1.0
Colombia,Female,9.0
Colombia,Male,88.0
Colombia,Male; Female,1.0
Colombia,Transgender,1.0
Comoros,Male; Female; Transgender; Gender non-conforming; Other,1.0
Costa Rica,Female,2.0
Costa Rica,Female; Gender non-conforming,1.0
Costa Rica,Male,39.0
Costa Rica,Other,1.0
Croatia,Female,8.0
Croatia,Male,112.0
Croatia,Other,1.0
Cuba,Female,1.0
Cuba,Male,18.0
Cyprus,Female,2.0
Cyprus,Male,16.0
Czech Republic,Female,8.0
Czech Republic,Female; Transgender,1.0
Czech Republic,Gender non-conforming,1.0
Czech Republic,Male,274.0
Czech Republic,Male; Other,3.0
Czech Republic,Other,2.0
Denmark,Female,7.0
Denmark,Female; Transgender,2.0
Denmark,Male,201.0
Denmark,Male; Other,4.0
Denmark,Other,2.0
Dominican Republic,Female,2.0
Dominican Republic,Male,40.0
Dominican Republic,Male; Female,1.0
Ecuador,Male,19.0
Egypt,Female,6.0
Egypt,Gender non-conforming,1.0
Egypt,Male,66.0
El Salvador,Male,14.0
Eritrea,Male,1.0
Estonia,Female,3.0
Estonia,Male,66.0
Estonia,Male; Other,2.0
Ethiopia,Male,14.0
Falkland Islands,Male,1.0
Fiji,Male,2.0
Fiji,Other,1.0
Finland,Female,10.0
Finland,Gender non-conforming,2.0
Finland,Male,189.0
Finland,Male; Gender non-conforming,2.0
Finland,Male; Other,1.0
Finland,Other,9.0
Finland,Transgender,1.0
France,Female,64.0
France,Female; Transgender,3.0
France,Gender non-conforming,4.0
France,Male,1094.0
France,Male; Female,1.0
France,Male; Gender non-conforming,2.0
France,Male; Gender non-conforming; Other,1.0
France,Male; Other,5.0
France,Other,6.0
France,Transgender,3.0
France,Transgender; Gender non-conforming,1.0
Gabon,Male,1.0
Georgia,Male,30.0
Germany,Female,153.0
Germany,Female; Gender non-conforming,4.0
Germany,Female; Transgender,1.0
Germany,Gender non-conforming,17.0
Germany,Gender non-conforming; Other,1.0
Germany,Male,2740.0
Germany,Male; Female,1.0
Germany,Male; Female; Transgender; Gender non-conforming,1.0
Germany,Male; Female; Transgender; Gender non-conforming; Other,1.0
Germany,Male; Gender non-conforming,4.0
Germany,Male; Other,12.0
Germany,Other,20.0
Germany,Transgender,7.0
Ghana,Female,2.0
Ghana,Male,24.0
Gibraltar,Male,1.0
Greece,Female,8.0
Greece,Male,204.0
Greece,Male; Gender non-conforming,1.0
Greece,Male; Other,1.0
Greece,Other,4.0
Greece,Transgender,1.0
Guam,Female,1.0
Guatemala,Female,1.0
Guatemala,Male,22.0
Guinea,Male,1.0
Guyana,Male,3.0
Haiti,Male,1.0
Heard and McDonald Islands,Other,1.0
Honduras,Female,1.0
Honduras,Male,3.0
Hong Kong,Female,6.0
Hong Kong,Gender non-conforming,2.0
Hong Kong,Male,66.0
Hong Kong,Male; Other,1.0
Hungary,Female,12.0
Hungary,Male,233.0
Hungary,Male; Other,1.0
Hungary,Male; Transgender,1.0
Hungary,Other,3.0
Hungary,Transgender,1.0
I prefer not to say,Female,5.0
I prefer not to say,Gender non-conforming,3.0
I prefer not to say,Male,44.0
I prefer not to say,Male; Other,2.0
I prefer not to say,Other,2.0
Iceland,Female,4.0
Iceland,Male,17.0
Iceland,Male; Other,1.0
India,Female,230.0
India,Gender non-conforming,4.0
India,Male,2422.0
India,Male; Female,3.0
India,Male; Female; Transgender,1.0
India,Male; Gender non-conforming,1.0
India,Male; Other,6.0
India,Other,4.0
India,Transgender,1.0
Indonesia,Female,10.0
Indonesia,Gender non-conforming,1.0
Indonesia,Male,152.0
Indonesia,Male; Female; Transgender; Gender non-conforming,1.0
Iran,Female,13.0
Iran,Male,260.0
Iran,Male; Female,1.0
Iran,Male; Other,1.0
Iran,Transgender; Gender non-conforming,1.0
Iran,Transgender; Other,1.0
Iraq,Female,1.0
Iraq,Male,4.0
Ireland,Female,24.0
Ireland,Gender non-conforming,2.0
Ireland,Male,232.0
Ireland,Male; Female; Transgender; Gender non-conforming; Other,1.0
Ireland,Male; Other,1.0
Ireland,Other,3.0
Israel,Female,40.0
Israel,Gender non-conforming,1.0
Israel,Male,346.0
Israel,Male; Gender non-conforming,1.0
Israel,Male; Other,2.0
Israel,Other,1.0
Israel,Transgender; Gender non-conforming,1.0
Italy,Female,16.0
Italy,Female; Gender non-conforming,1.0
Italy,Gender non-conforming,1.0
Italy,Male,515.0
Italy,Male; Other,1.0
Italy,Other,2.0
Italy,Transgender,1.0
Ivory Coast (Cote D'Ivoire),Male,2.0
Jamaica,Male,12.0
Jamaica,Male; Other,1.0
Japan,Female,7.0
Japan,Gender non-conforming,2.0
Japan,Male,138.0
Japan,Male; Female; Other,1.0
Jordan,Female,1.0
Jordan,Male,28.0
Kazakhstan,Female,2.0
Kazakhstan,Male,15.0
Kenya,Female,3.0
Kenya,Male,52.0
Kenya,Transgender; Gender non-conforming,1.0
Kuwait,Female,1.0
Kuwait,Male,6.0
Kyrgyzstan,Female,1.0
Kyrgyzstan,Male,4.0
Laos,Male,2.0
Latvia,Female,2.0
Latvia,Gender non-conforming,1.0
Latvia,Male,68.0
Latvia,Male; Other,1.0
Lebanon,Female,6.0
Lebanon,Male,28.0
Lebanon,Male; Gender non-conforming,1.0
Lesotho,Male,1.0
Libya,Male,2.0
Liechtenstein,Male,5.0
Lithuania,Female,2.0
Lithuania,Male,122.0
Luxembourg,Male,26.0
Luxembourg,Other,1.0
Macau,Gender non-conforming,1.0
Macedonia,Female,4.0
Macedonia,Male,33.0
Madagascar,Female,1.0
Madagascar,Male,5.0
Malawi,Male,1.0
Malaysia,Female,21.0
Malaysia,Male,95.0
Malta,Female,4.0
Malta,Male,21.0
Martinique (French),Male,1.0
Mauritius,Female,2.0
Mauritius,Male,5.0
Mauritius,Other,1.0
Mexico,Female,10.0
Mexico,Gender non-conforming,1.0
Mexico,Male,213.0
Mexico,Male; Gender non-conforming,1.0
Mexico,Other,3.0
Mexico,Transgender,2.0
Moldavia,Female,1.0
Moldavia,Male,47.0
Moldavia,Other,1.0
Mongolia,Male,10.0
Montenegro,Female,1.0
Montenegro,Male,7.0
Montenegro,Male; Female; Transgender; Gender non-conforming; Other,1.0
Montenegro,Male; Other,1.0
Montserrat,Male,1.0
Morocco,Female,3.0
Morocco,Male,30.0
Mozambique,Male,6.0
Myanmar,Female,3.0
Myanmar,Male,16.0
Namibia,Male,4.0
Nepal,Female,2.0
Nepal,Male,76.0
Netherlands,Female,29.0
Netherlands,Gender non-conforming,3.0
Netherlands,Male,598.0
Netherlands,Male; Gender non-conforming,1.0
Netherlands,Male; Other,2.0
Netherlands,Other,2.0
Netherlands,Transgender,1.0
Netherlands,Transgender; Gender non-conforming,1.0
Netherlands Antilles,Male,2.0
New Caledonia (French),Female,1.0
New Caledonia (French),Male,3.0
New Zealand,Female,21.0
New Zealand,Gender non-conforming,1.0
New Zealand,Male,160.0
New Zealand,Transgender,1.0
Nicaragua,Female,1.0
Nicaragua,Male,5.0
Niger,Male,2.0
Nigeria,Female,8.0
Nigeria,Male,91.0
Nigeria,Male; Female; Transgender,1.0
Norway,Female,4.0
Norway,Gender non-conforming,1.0
Norway,Male,168.0
Norway,Male; Gender non-conforming,1.0
Norway,Male; Other,1.0
Norway,Other,3.0
Oman,Female,1.0
Oman,Male,3.0
Pakistan,Female,15.0
Pakistan,Male,231.0
Panama,Female,1.0
Panama,Male,15.0
Paraguay,Female,2.0
Paraguay,Male,15.0
Peru,Female,2.0
Peru,Male,42.0
Peru,Male; Gender non-conforming,1.0
Peru,Other,1.0
Philippines,Female,24.0
Philippines,Gender non-conforming,2.0
Philippines,Male,149.0
Philippines,Male; Female; Transgender; Gender non-conforming; Other,1.0
Philippines,Male; Gender non-conforming,2.0
Philippines,Male; Other,1.0
Philippines,Other,1.0
Pitcairn Island,Male,1.0
Poland,Female,98.0
Poland,Gender non-conforming,7.0
Poland,Male,806.0
Poland,Male; Female,1.0
Poland,Male; Female; Other,1.0
Poland,Male; Female; Transgender; Gender non-conforming,1.0
Poland,Male; Other,4.0
Poland,Male; Transgender; Gender non-conforming,1.0
Poland,Other,13.0
Poland,Transgender; Gender non-conforming,1.0
Polynesia (French),Male,1.0
Portugal,Female,8.0
Portugal,Female; Gender non-conforming,1.0
Portugal,Gender non-conforming,1.0
Portugal,Male,162.0
Portugal,Male; Other,1.0
Portugal,Other,1.0
Puerto Rico,Female,2.0
Puerto Rico,Male,8.0
Qatar,Female,1.0
Qatar,Male,5.0
Qatar,Male; Female; Transgender; Gender non-conforming,1.0
Reunion (French),Male,2.0
Reunion (French),Other,1.0
Romania,Female,29.0
Romania,Male,362.0
Romania,Male; Female; Transgender; Gender non-conforming; Other,1.0
Romania,Male; Other,5.0
Romania,Other,6.0
Russian Federation,Female,31.0
Russian Federation,Female; Transgender,1.0
Russian Federation,Gender non-conforming,5.0
Russian Federation,Male,542.0
Russian Federation,Male; Female,1.0
Russian Federation,Male; Female; Transgender; Gender non-conforming; Other,2.0
Russian Federation,Male; Gender non-conforming,1.0
Russian Federation,Male; Other,3.0
Russian Federation,Male; Transgender,1.0
Russian Federation,Other,3.0
Russian Federation,Transgender,1.0
Rwanda,Male,7.0
Rwanda,Transgender,1.0
S. Georgia & S. Sandwich Isls.,Male,1.0
Saint Helena,Other,1.0
Saint Lucia,Male; Female; Transgender; Gender non-conforming; Other,1.0
Saint Vincent & Grenadines,Male,2.0
Saudi Arabia,Female,2.0
Saudi Arabia,Male,27.0
Saudi Arabia,Transgender,1.0
Senegal,Male,3.0
Serbia,Female,20.0
Serbia,Male,127.0
Serbia,Male; Other,1.0
Serbia,Other,1.0
Seychelles,Male,1.0
Singapore,Female,13.0
Singapore,Gender non-conforming,1.0
Singapore,Male,92.0
Slovak Republic,Female,6.0
Slovak Republic,Male,108.0
Slovak Republic,Male; Other,1.0
Slovak Republic,Other,2.0
Slovenia,Female,9.0
Slovenia,Gender non-conforming,1.0
Slovenia,Male,211.0
Slovenia,Male; Other,3.0
Slovenia,Other,1.0
Somalia,Male,2.0
South Africa,Female,24.0
South Africa,Female; Transgender,1.0
South Africa,Gender non-conforming,2.0
South Africa,Male,240.0
South Africa,Male; Female; Transgender; Gender non-conforming,1.0
South Africa,Male; Gender non-conforming,1.0
South Africa,Male; Other,2.0
South Africa,Other,6.0
South Africa,Transgender,1.0
South Korea,Female,5.0
South Korea,Male,69.0
Spain,Female,41.0
Spain,Gender non-conforming,2.0
Spain,Male,518.0
Spain,Male; Gender non-conforming,2.0
Spain,Male; Other,4.0
Spain,Other,4.0
Sri Lanka,Female,14.0
Sri Lanka,Male,88.0
Sri Lanka,Male; Other,1.0
Sri Lanka,Other,1.0
Sudan,Female,1.0
Sudan,Male,3.0
Sudan,Male; Female,1.0
Suriname,Male,1.0
Swaziland,Male,2.0
Sweden,Female,18.0
Sweden,Female; Gender non-conforming,2.0
Sweden,Female; Transgender,1.0
Sweden,Gender non-conforming,1.0
Sweden,Male,418.0
Sweden,Male; Female,1.0
Sweden,Male; Gender non-conforming,3.0
Sweden,Male; Other,2.0
Sweden,Other,2.0
Switzerland,Female,13.0
Switzerland,Gender non-conforming,1.0
Switzerland,Male,398.0
Switzerland,Male; Gender non-conforming,1.0
Switzerland,Male; Other,6.0
Switzerland,Other,8.0
Syria,Male,6.0
Tadjikistan,Male,1.0
Taiwan,Female,2.0
Taiwan,Male,55.0
Taiwan,Other,1.0
Tanzania,Male,9.0
Thailand,Female,6.0
Thailand,Gender non-conforming,1.0
Thailand,Male,69.0
Togo,Female,1.0
Togo,Male,4.0
Trinidad and Tobago,Female,1.0
Trinidad and Tobago,Male,11.0
Tunisia,Female,5.0
Tunisia,Male,29.0
Turkey,Female,15.0
Turkey,Male,174.0
Turkey,Male; Gender non-conforming,1.0
Turkey,Other,1.0
Turkey,Transgender,1.0
Turkmenistan,Male,1.0
U.S. Minor Outlying Islands,Male,2.0
Uganda,Male,12.0
Uganda,Other,1.0
Ukraine,Female,16.0
Ukraine,Male,214.0
Ukraine,Male; Female; Transgender; Gender non-conforming; Other,1.0
Ukraine,Male; Gender non-conforming,1.0
Ukraine,Male; Other,2.0
United Arab Emirates,Male,52.0
United Arab Emirates,Other,2.0
United Kingdom,Female,221.0
United Kingdom,Female; Gender non-conforming,4.0
United Kingdom,Female; Transgender,10.0
United Kingdom,Female; Transgender; Gender non-conforming,1.0
United Kingdom,Gender non-conforming,17.0
United Kingdom,Gender non-conforming; Other,1.0
United Kingdom,Male,2954.0
United Kingdom,Male; Female; Gender non-conforming; Other,1.0
United Kingdom,Male; Female; Transgender; Gender non-conforming,1.0
United Kingdom,Male; Female; Transgender; Gender non-conforming; Other,1.0
United Kingdom,Male; Gender non-conforming,6.0
United Kingdom,Male; Other,15.0
United Kingdom,Male; Transgender; Other,1.0
United Kingdom,Other,14.0
United Kingdom,Transgender,9.0
United Kingdom,Transgender; Gender non-conforming,3.0
United States,Female,847.0
United States,Female; Gender non-conforming,13.0
United States,Female; Other,1.0
United States,Female; Transgender,33.0
United States,Female; Transgender; Gender non-conforming,6.0
United States,Female; Transgender; Other,1.0
United States,Gender non-conforming,53.0
United States,Gender non-conforming; Other,1.0
United States,Male,7447.0
United States,Male; Female,1.0
United States,Male; Female; Gender non-conforming,1.0
United States,Male; Female; Transgender,1.0
United States,Male; Female; Transgender; Gender non-conforming; Other,1.0
United States,Male; Female; Transgender; Other,1.0
United States,Male; Gender non-conforming,18.0
United States,Male; Gender non-conforming; Other,1.0
United States,Male; Other,41.0
United States,Male; Transgender,7.0
United States,Male; Transgender; Gender non-conforming,1.0
United States,Other,51.0
United States,Transgender,15.0
United States,Transgender; Gender non-conforming,5.0
Uruguay,Female,2.0
Uruguay,Male,51.0
Uzbekistan,Female,2.0
Uzbekistan,Male,11.0
Venezuela,Female,1.0
Venezuela,Male,43.0
Vietnam,Female,2.0
Vietnam,Male,54.0
Vietnam,Male; Female; Transgender; Gender non-conforming,1.0
Virgin Islands (USA),Male,3.0
Yemen,Gender non-conforming; Other,1.0
Yemen,Male,2.0
Zaire,Male,2.0
Zambia,Male,4.0
Zimbabwe,Female,1.0
Zimbabwe,Male,10.0
