Country,Age,AgeCount
Finland,55 - 64 years old,6.0
Finland,65 years or older,3.0
Finland,Under 18 years old,14.0
France,18 - 24 years old,588.0
France,25 - 34 years old,1094.0
France,35 - 44 years old,367.0
France,45 - 54 years old,112.0
France,55 - 64 years old,36.0
France,65 years or older,7.0
France,Under 18 years old,40.0
Gabon,18 - 24 years old,1.0
Gabon,45 - 54 years old,1.0
Georgia,18 - 24 years old,32.0
Georgia,25 - 34 years old,30.0
Georgia,35 - 44 years old,1.0
Georgia,45 - 54 years old,3.0
Georgia,Under 18 years old,3.0
Germany,18 - 24 years old,1316.0
Germany,25 - 34 years old,2483.0
Germany,35 - 44 years old,1039.0
Germany,45 - 54 years old,279.0
Germany,55 - 64 years old,71.0
Germany,65 years or older,15.0
Germany,Under 18 years old,167.0
Ghana,18 - 24 years old,29.0
Ghana,25 - 34 years old,33.0
Ghana,35 - 44 years old,5.0
Greece,18 - 24 years old,106.0
Greece,25 - 34 years old,232.0
Greece,35 - 44 years old,116.0
Greece,45 - 54 years old,25.0
Greece,55 - 64 years old,6.0
Greece,65 years or older,2.0
Greece,Under 18 years old,10.0
Guatemala,18 - 24 years old,19.0
Guatemala,25 - 34 years old,27.0
Guatemala,35 - 44 years old,17.0
Guatemala,45 - 54 years old,1.0
Guatemala,Under 18 years old,1.0
Guinea,18 - 24 years old,2.0
Guyana,18 - 24 years old,1.0
Guyana,25 - 34 years old,1.0
Haiti,18 - 24 years old,1.0
Haiti,25 - 34 years old,2.0
Haiti,Under 18 years old,1.0
Honduras,18 - 24 years old,7.0
Honduras,25 - 34 years old,15.0
Honduras,35 - 44 years old,4.0
Honduras,Under 18 years old,1.0
Hong Kong (S.A.R.),18 - 24 years old,43.0
Hong Kong (S.A.R.),25 - 34 years old,79.0
Hong Kong (S.A.R.),35 - 44 years old,24.0
Hong Kong (S.A.R.),45 - 54 years old,7.0
Hong Kong (S.A.R.),Under 18 years old,12.0
Hungary,18 - 24 years old,87.0
Hungary,25 - 34 years old,236.0
Hungary,35 - 44 years old,104.0
Hungary,45 - 54 years old,26.0
Hungary,55 - 64 years old,3.0
Hungary,65 years or older,2.0
Hungary,Under 18 years old,19.0
Iceland,18 - 24 years old,10.0
Iceland,25 - 34 years old,15.0
Iceland,35 - 44 years old,12.0
Iceland,45 - 54 years old,1.0
Iceland,Under 18 years old,3.0
India,18 - 24 years old,3074.0
India,25 - 34 years old,3647.0
India,35 - 44 years old,392.0
India,45 - 54 years old,38.0
India,55 - 64 years old,10.0
India,65 years or older,5.0
India,Under 18 years old,141.0
Indonesia,18 - 24 years old,181.0
Indonesia,25 - 34 years old,160.0
Indonesia,35 - 44 years old,41.0
Indonesia,45 - 54 years old,9.0
Indonesia,55 - 64 years old,1.0
Indonesia,Under 18 years old,20.0
Iran,18 - 24 years old,193.0
Iran,25 - 34 years old,380.0
Iran,35 - 44 years old,66.0
Iran,45 - 54 years old,6.0
Iran,65 years or older,1.0
Iran,Under 18 years old,12.0
Iraq,18 - 24 years old,12.0
Iraq,25 - 34 years old,10.0
Iraq,35 - 44 years old,4.0
Iraq,65 years or older,1.0
Iraq,Under 18 years old,2.0
Ireland,18 - 24 years old,90.0
Ireland,25 - 34 years old,193.0
Ireland,35 - 44 years old,123.0
Ireland,45 - 54 years old,30.0
Ireland,55 - 64 years old,11.0
Ireland,65 years or older,3.0
Ireland,Under 18 years old,10.0
Israel,18 - 24 years old,118.0
Israel,25 - 34 years old,418.0
Israel,35 - 44 years old,238.0
Israel,45 - 54 years old,45.0
Israel,55 - 64 years old,13.0
Israel,65 years or older,2.0
Israel,Under 18 years old,41.0
Italy,18 - 24 years old,304.0
Italy,25 - 34 years old,585.0
Italy,35 - 44 years old,360.0
Italy,45 - 54 years old,134.0
Italy,55 - 64 years old,33.0
Italy,65 years or older,4.0
Italy,Under 18 years old,43.0
Jamaica,18 - 24 years old,11.0
Jamaica,25 - 34 years old,8.0
Jamaica,35 - 44 years old,3.0
Jamaica,45 - 54 years old,1.0
Jamaica,55 - 64 years old,1.0
Jamaica,Under 18 years old,1.0
Japan,18 - 24 years old,46.0
Japan,25 - 34 years old,182.0
Japan,35 - 44 years old,66.0
Japan,45 - 54 years old,21.0
Japan,55 - 64 years old,4.0
Japan,65 years or older,2.0
Japan,Under 18 years old,6.0
Jordan,18 - 24 years old,17.0
Jordan,25 - 34 years old,26.0
Jordan,35 - 44 years old,9.0
Jordan,45 - 54 years old,2.0
Jordan,Under 18 years old,4.0
Kazakhstan,18 - 24 years old,16.0
Kazakhstan,25 - 34 years old,30.0
Kazakhstan,35 - 44 years old,4.0
Kazakhstan,45 - 54 years old,3.0
Kazakhstan,65 years or older,1.0
Kazakhstan,Under 18 years old,5.0
Kenya,18 - 24 years old,105.0
Kenya,25 - 34 years old,99.0
Kenya,35 - 44 years old,16.0
Kenya,Under 18 years old,2.0
Kuwait,18 - 24 years old,3.0
Kuwait,25 - 34 years old,10.0
Kuwait,35 - 44 years old,3.0
Kuwait,Under 18 years old,1.0
Kyrgyzstan,18 - 24 years old,7.0
Kyrgyzstan,25 - 34 years old,11.0
Kyrgyzstan,35 - 44 years old,1.0
Lao People's Democratic Republic,18 - 24 years old,1.0
Latvia,18 - 24 years old,29.0
Latvia,25 - 34 years old,67.0
Latvia,35 - 44 years old,22.0
Latvia,45 - 54 years old,5.0
Latvia,55 - 64 years old,1.0
Latvia,Under 18 years old,2.0
Lebanon,18 - 24 years old,55.0
Lebanon,25 - 34 years old,45.0
Lebanon,35 - 44 years old,7.0
Lebanon,45 - 54 years old,3.0
Lebanon,Under 18 years old,1.0
Lesotho,18 - 24 years old,1.0
Lesotho,25 - 34 years old,1.0
Libyan Arab Jamahiriya,18 - 24 years old,1.0
Libyan Arab Jamahiriya,25 - 34 years old,1.0
Libyan Arab Jamahiriya,35 - 44 years old,2.0
Libyan Arab Jamahiriya,Under 18 years old,1.0
Liechtenstein,18 - 24 years old,1.0
Liechtenstein,Under 18 years old,1.0
Lithuania,18 - 24 years old,63.0
Lithuania,25 - 34 years old,124.0
Lithuania,35 - 44 years old,32.0
Lithuania,45 - 54 years old,3.0
Lithuania,Under 18 years old,5.0
Luxembourg,18 - 24 years old,4.0
Luxembourg,25 - 34 years old,26.0
Luxembourg,35 - 44 years old,17.0
Luxembourg,45 - 54 years old,8.0
Luxembourg,Under 18 years old,1.0
Madagascar,18 - 24 years old,4.0
Madagascar,25 - 34 years old,4.0
Madagascar,35 - 44 years old,3.0
Madagascar,45 - 54 years old,1.0
Madagascar,55 - 64 years old,1.0
Malawi,18 - 24 years old,1.0
Malawi,25 - 34 years old,1.0
Malaysia,18 - 24 years old,62.0
Malaysia,25 - 34 years old,127.0
Malaysia,35 - 44 years old,29.0
Malaysia,45 - 54 years old,5.0
Malaysia,55 - 64 years old,1.0
Malaysia,Under 18 years old,9.0
Maldives,18 - 24 years old,4.0
Maldives,25 - 34 years old,4.0
Maldives,35 - 44 years old,1.0
Maldives,Under 18 years old,1.0
Mali,18 - 24 years old,2.0
Mali,35 - 44 years old,1.0
Malta,18 - 24 years old,14.0
Malta,25 - 34 years old,36.0
Malta,35 - 44 years old,6.0
Malta,45 - 54 years old,1.0
Malta,55 - 64 years old,1.0
Malta,Under 18 years old,2.0
Mauritania,18 - 24 years old,1.0
Mauritania,25 - 34 years old,5.0
Mauritania,35 - 44 years old,1.0
Mauritius,18 - 24 years old,7.0
Mauritius,25 - 34 years old,15.0
Mauritius,35 - 44 years old,3.0
Mexico,18 - 24 years old,167.0
Mexico,25 - 34 years old,318.0
Mexico,35 - 44 years old,86.0
Mexico,45 - 54 years old,20.0
Mexico,55 - 64 years old,7.0
Mexico,65 years or older,1.0
Mexico,Under 18 years old,8.0
Monaco,18 - 24 years old,1.0
Monaco,25 - 34 years old,1.0
Monaco,55 - 64 years old,2.0
Mongolia,18 - 24 years old,6.0
Mongolia,25 - 34 years old,8.0
Mongolia,35 - 44 years old,1.0
Montenegro,18 - 24 years old,8.0
Montenegro,25 - 34 years old,6.0
Montenegro,35 - 44 years old,2.0
Morocco,18 - 24 years old,70.0
Morocco,25 - 34 years old,44.0
Morocco,35 - 44 years old,5.0
Morocco,45 - 54 years old,3.0
Morocco,55 - 64 years old,1.0
Morocco,Under 18 years old,3.0
Mozambique,18 - 24 years old,2.0
Mozambique,25 - 34 years old,4.0
Myanmar,18 - 24 years old,16.0
Myanmar,25 - 34 years old,20.0
Myanmar,35 - 44 years old,2.0
Myanmar,Under 18 years old,1.0
Namibia,18 - 24 years old,1.0
Namibia,25 - 34 years old,2.0
Namibia,35 - 44 years old,2.0
Nepal,18 - 24 years old,115.0
Nepal,25 - 34 years old,63.0
Nepal,35 - 44 years old,6.0
Nepal,Under 18 years old,4.0
Netherlands,18 - 24 years old,411.0
Netherlands,25 - 34 years old,767.0
Netherlands,35 - 44 years old,318.0
Netherlands,45 - 54 years old,108.0
Netherlands,55 - 64 years old,50.0
Netherlands,65 years or older,4.0
Netherlands,Under 18 years old,55.0
New Zealand,18 - 24 years old,110.0
New Zealand,25 - 34 years old,183.0
New Zealand,35 - 44 years old,103.0
New Zealand,45 - 54 years old,43.0
New Zealand,55 - 64 years old,11.0
New Zealand,65 years or older,2.0
New Zealand,Under 18 years old,20.0
Nicaragua,18 - 24 years old,10.0
Nicaragua,25 - 34 years old,15.0
Nicaragua,35 - 44 years old,2.0
Nicaragua,45 - 54 years old,1.0
Nicaragua,55 - 64 years old,2.0
Niger,25 - 34 years old,1.0
Nigeria,18 - 24 years old,191.0
Nigeria,25 - 34 years old,175.0
Nigeria,35 - 44 years old,32.0
Nigeria,45 - 54 years old,3.0
Nigeria,Under 18 years old,11.0
North Korea,18 - 24 years old,1.0
Norway,18 - 24 years old,88.0
Norway,25 - 34 years old,241.0
Norway,35 - 44 years old,141.0
Norway,45 - 54 years old,49.0
Norway,55 - 64 years old,4.0
Norway,65 years or older,4.0
Norway,Under 18 years old,11.0
Oman,18 - 24 years old,2.0
Oman,25 - 34 years old,1.0
Oman,35 - 44 years old,4.0
Oman,Under 18 years old,1.0
Other Country (Not Listed Above),18 - 24 years old,19.0
Other Country (Not Listed Above),25 - 34 years old,42.0
Other Country (Not Listed Above),35 - 44 years old,17.0
Other Country (Not Listed Above),45 - 54 years old,7.0
Other Country (Not Listed Above),55 - 64 years old,1.0
Other Country (Not Listed Above),Under 18 years old,9.0
Pakistan,18 - 24 years old,348.0
Pakistan,25 - 34 years old,348.0
Pakistan,35 - 44 years old,52.0
Pakistan,45 - 54 years old,4.0
Pakistan,55 - 64 years old,1.0
Pakistan,Under 18 years old,14.0
Panama,18 - 24 years old,3.0
Panama,25 - 34 years old,14.0
Panama,35 - 44 years old,11.0
Panama,45 - 54 years old,2.0
Panama,55 - 64 years old,1.0
Papua New Guinea,55 - 64 years old,1.0
Paraguay,18 - 24 years old,7.0
Paraguay,25 - 34 years old,31.0
Paraguay,35 - 44 years old,11.0
Paraguay,45 - 54 years old,1.0
Peru,18 - 24 years old,45.0
Peru,25 - 34 years old,55.0
Peru,35 - 44 years old,15.0
Peru,45 - 54 years old,8.0
Peru,Under 18 years old,2.0
Philippines,18 - 24 years old,138.0
Philippines,25 - 34 years old,126.0
Philippines,35 - 44 years old,22.0
Philippines,45 - 54 years old,4.0
Philippines,Under 18 years old,5.0
Poland,18 - 24 years old,467.0
Poland,25 - 34 years old,995.0
Poland,35 - 44 years old,245.0
Poland,45 - 54 years old,29.0
Poland,55 - 64 years old,4.0
Poland,65 years or older,1.0
Poland,Under 18 years old,40.0
Portugal,18 - 24 years old,119.0
Portugal,25 - 34 years old,246.0
Portugal,35 - 44 years old,98.0
Portugal,45 - 54 years old,23.0
Portugal,55 - 64 years old,3.0
Portugal,65 years or older,1.0
Portugal,Under 18 years old,8.0
Qatar,18 - 24 years old,2.0
Qatar,25 - 34 years old,5.0
Qatar,35 - 44 years old,3.0
Qatar,45 - 54 years old,1.0
Republic of Korea,18 - 24 years old,15.0
Republic of Korea,25 - 34 years old,12.0
Republic of Korea,35 - 44 years old,3.0
Republic of Korea,45 - 54 years old,3.0
Republic of Moldova,18 - 24 years old,18.0
Republic of Moldova,25 - 34 years old,22.0
Republic of Moldova,35 - 44 years old,2.0
Republic of Moldova,45 - 54 years old,1.0
Romania,18 - 24 years old,178.0
Romania,25 - 34 years old,358.0
Romania,35 - 44 years old,117.0
Romania,45 - 54 years old,18.0
Romania,55 - 64 years old,3.0
Romania,65 years or older,1.0
Romania,Under 18 years old,29.0
Russia,18 - 24 years old,385.0
Russia,25 - 34 years old,853.0
Russia,35 - 44 years old,239.0
Russia,45 - 54 years old,34.0
Russia,55 - 64 years old,7.0
Russia,Under 18 years old,42.0
Rwanda,18 - 24 years old,4.0
Rwanda,25 - 34 years old,5.0
Rwanda,35 - 44 years old,1.0
Saint Kitts and Nevis,55 - 64 years old,1.0
Saint Vincent and the Grenadines,25 - 34 years old,1.0
San Marino,25 - 34 years old,2.0
Sao Tome and Principe,25 - 34 years old,1.0
Saudi Arabia,18 - 24 years old,20.0
Saudi Arabia,25 - 34 years old,37.0
Saudi Arabia,35 - 44 years old,19.0
Saudi Arabia,45 - 54 years old,7.0
Saudi Arabia,55 - 64 years old,1.0
Saudi Arabia,Under 18 years old,5.0
Senegal,18 - 24 years old,1.0
Senegal,25 - 34 years old,12.0
Senegal,35 - 44 years old,2.0
Senegal,65 years or older,1.0
Serbia,18 - 24 years old,82.0
Serbia,25 - 34 years old,184.0
Serbia,35 - 44 years old,79.0
Serbia,45 - 54 years old,20.0
Serbia,55 - 64 years old,1.0
Serbia,Under 18 years old,3.0
Seychelles,35 - 44 years old,1.0
Singapore,18 - 24 years old,60.0
Singapore,25 - 34 years old,150.0
Singapore,35 - 44 years old,27.0
Singapore,45 - 54 years old,6.0
Singapore,55 - 64 years old,2.0
Singapore,Under 18 years old,13.0
Slovakia,18 - 24 years old,85.0
Slovakia,25 - 34 years old,101.0
Slovakia,35 - 44 years old,30.0
Slovakia,45 - 54 years old,8.0
Slovakia,65 years or older,1.0
Slovakia,Under 18 years old,11.0
Slovenia,18 - 24 years old,60.0
Slovenia,25 - 34 years old,138.0
Slovenia,35 - 44 years old,58.0
Slovenia,45 - 54 years old,14.0
Slovenia,55 - 64 years old,2.0
Slovenia,Under 18 years old,4.0
Somalia,18 - 24 years old,10.0
Somalia,25 - 34 years old,2.0
South Africa,18 - 24 years old,133.0
South Africa,25 - 34 years old,279.0
South Africa,35 - 44 years old,108.0
South Africa,45 - 54 years old,34.0
South Africa,55 - 64 years old,10.0
South Africa,65 years or older,3.0
South Africa,Under 18 years old,6.0
South Korea,18 - 24 years old,28.0
South Korea,25 - 34 years old,58.0
South Korea,35 - 44 years old,27.0
South Korea,45 - 54 years old,8.0
South Korea,55 - 64 years old,1.0
South Korea,65 years or older,1.0
South Korea,Under 18 years old,9.0
Spain,18 - 24 years old,277.0
Spain,25 - 34 years old,725.0
Spain,35 - 44 years old,368.0
Spain,45 - 54 years old,85.0
Spain,55 - 64 years old,18.0
Spain,65 years or older,6.0
Spain,Under 18 years old,10.0
Sri Lanka,18 - 24 years old,113.0
Sri Lanka,25 - 34 years old,168.0
Sri Lanka,35 - 44 years old,18.0
Sri Lanka,45 - 54 years old,1.0
Sri Lanka,Under 18 years old,7.0
Sudan,18 - 24 years old,19.0
Sudan,25 - 34 years old,15.0
Sudan,35 - 44 years old,1.0
Sudan,Under 18 years old,1.0
Swaziland,25 - 34 years old,3.0
Swaziland,35 - 44 years old,3.0
Sweden,18 - 24 years old,170.0
Sweden,25 - 34 years old,553.0
Sweden,35 - 44 years old,301.0
Sweden,45 - 54 years old,108.0
Sweden,55 - 64 years old,13.0
Sweden,65 years or older,4.0
Sweden,Under 18 years old,30.0
Switzerland,18 - 24 years old,212.0
Switzerland,25 - 34 years old,398.0
Switzerland,35 - 44 years old,179.0
Switzerland,45 - 54 years old,51.0
Switzerland,55 - 64 years old,18.0
Switzerland,65 years or older,7.0
Switzerland,Under 18 years old,30.0
Syrian Arab Republic,18 - 24 years old,11.0
Syrian Arab Republic,25 - 34 years old,10.0
Syrian Arab Republic,35 - 44 years old,2.0
Syrian Arab Republic,Under 18 years old,3.0
Taiwan,18 - 24 years old,36.0
Taiwan,25 - 34 years old,88.0
Taiwan,35 - 44 years old,25.0
Taiwan,45 - 54 years old,3.0
Taiwan,55 - 64 years old,1.0
Taiwan,65 years or older,2.0
Taiwan,Under 18 years old,6.0
Tajikistan,18 - 24 years old,4.0
Thailand,18 - 24 years old,29.0
Thailand,25 - 34 years old,89.0
Thailand,35 - 44 years old,34.0
Thailand,45 - 54 years old,10.0
Thailand,55 - 64 years old,4.0
Thailand,65 years or older,3.0
Thailand,Under 18 years old,4.0
The former Yugoslav Republic of Macedonia,18 - 24 years old,8.0
The former Yugoslav Republic of Macedonia,25 - 34 years old,29.0
The former Yugoslav Republic of Macedonia,35 - 44 years old,9.0
The former Yugoslav Republic of Macedonia,45 - 54 years old,1.0
The former Yugoslav Republic of Macedonia,55 - 64 years old,1.0
The former Yugoslav Republic of Macedonia,Under 18 years old,1.0
Timor-Leste,25 - 34 years old,1.0
Togo,18 - 24 years old,2.0
Togo,25 - 34 years old,1.0
Trinidad and Tobago,18 - 24 years old,2.0
Trinidad and Tobago,25 - 34 years old,10.0
Trinidad and Tobago,35 - 44 years old,5.0
Trinidad and Tobago,Under 18 years old,1.0
Tunisia,18 - 24 years old,46.0
Tunisia,25 - 34 years old,48.0
Tunisia,35 - 44 years old,5.0
Tunisia,45 - 54 years old,2.0
Tunisia,55 - 64 years old,3.0
Tunisia,Under 18 years old,1.0
Turkey,18 - 24 years old,220.0
Turkey,25 - 34 years old,434.0
Turkey,35 - 44 years old,141.0
Turkey,45 - 54 years old,11.0
Turkey,55 - 64 years old,2.0
Turkey,Under 18 years old,24.0
Turkmenistan,18 - 24 years old,4.0
Turkmenistan,25 - 34 years old,1.0
Turkmenistan,35 - 44 years old,1.0
Turkmenistan,Under 18 years old,1.0
Uganda,18 - 24 years old,22.0
Uganda,25 - 34 years old,31.0
Uganda,35 - 44 years old,3.0
Uganda,45 - 54 years old,1.0
Ukraine,18 - 24 years old,220.0
Ukraine,25 - 34 years old,404.0
Ukraine,35 - 44 years old,113.0
Ukraine,45 - 54 years old,16.0
Ukraine,55 - 64 years old,7.0
Ukraine,Under 18 years old,24.0
United Arab Emirates,18 - 24 years old,15.0
United Arab Emirates,25 - 34 years old,74.0
United Arab Emirates,35 - 44 years old,25.0
United Arab Emirates,45 - 54 years old,6.0
United Arab Emirates,Under 18 years old,11.0
United Kingdom,18 - 24 years old,986.0
United Kingdom,25 - 34 years old,2259.0
United Kingdom,35 - 44 years old,1185.0
United Kingdom,45 - 54 years old,462.0
United Kingdom,55 - 64 years old,138.0
United Kingdom,65 years or older,44.0
United Kingdom,Under 18 years old,188.0
United Republic of Tanzania,18 - 24 years old,9.0
United Republic of Tanzania,25 - 34 years old,15.0
United Republic of Tanzania,35 - 44 years old,2.0
United Republic of Tanzania,45 - 54 years old,1.0
United States of America,18 - 24 years old,3281.0
United States of America,25 - 34 years old,8414.0
United States of America,35 - 44 years old,4176.0
United States of America,45 - 54 years old,1563.0
United States of America,55 - 64 years old,713.0
United States of America,65 years or older,180.0
United States of America,Under 18 years old,537.0
Uruguay,18 - 24 years old,21.0
Uruguay,25 - 34 years old,58.0
Uruguay,35 - 44 years old,21.0
